Entity,Code,Day,total_vaccinations_per_hundred
Brunei,BRN,4/12/2021,1.39
Brunei,BRN,4/13/2021,1.52
Brunei,BRN,4/14/2021,1.53
Brunei,BRN,4/15/2021,1.72
Brunei,BRN,4/16/2021,1.77
Brunei,BRN,4/17/2021,1.93
Brunei,BRN,4/19/2021,2.08
Brunei,BRN,4/20/2021,2.25
Brunei,BRN,4/21/2021,2.45
Brunei,BRN,4/22/2021,2.63
Brunei,BRN,4/24/2021,2.82
Brunei,BRN,4/26/2021,2.96
Brunei,BRN,4/27/2021,3.08
Brunei,BRN,4/28/2021,3.23
Brunei,BRN,4/29/2021,3.4
Brunei,BRN,5/3/2021,3.64
Brunei,BRN,5/4/2021,3.8
Brunei,BRN,5/5/2021,4.06
Brunei,BRN,5/6/2021,4.38
Brunei,BRN,5/8/2021,4.8
Brunei,BRN,5/9/2021,4.81
Brunei,BRN,5/10/2021,5.3
Brunei,BRN,5/11/2021,5.73
Brunei,BRN,5/18/2021,6.41
Brunei,BRN,5/21/2021,7.61
Brunei,BRN,5/22/2021,8.22
Brunei,BRN,5/23/2021,8.22
Brunei,BRN,5/24/2021,8.91
Brunei,BRN,5/25/2021,9.63
Brunei,BRN,5/26/2021,10.47
Brunei,BRN,5/27/2021,11.29
Brunei,BRN,5/28/2021,11.3
Brunei,BRN,5/29/2021,12.06
Brunei,BRN,6/2/2021,12.59
Brunei,BRN,6/7/2021,13.36
Brunei,BRN,6/9/2021,13.75
Brunei,BRN,6/10/2021,13.99
Brunei,BRN,6/11/2021,14.01
Brunei,BRN,6/13/2021,14.25
Brunei,BRN,6/14/2021,14.51
Brunei,BRN,6/17/2021,15.08
Brunei,BRN,6/18/2021,15.09
Brunei,BRN,6/19/2021,15.31
Brunei,BRN,6/21/2021,15.97
Brunei,BRN,6/26/2021,17.48
Brunei,BRN,6/28/2021,18.18
Brunei,BRN,6/29/2021,18.79
Brunei,BRN,6/30/2021,19.31
Brunei,BRN,7/1/2021,19.98
Brunei,BRN,7/2/2021,20.07
Brunei,BRN,7/3/2021,20.83
Brunei,BRN,7/4/2021,21.1
Brunei,BRN,7/5/2021,21.95
Brunei,BRN,7/6/2021,22.81
Brunei,BRN,7/7/2021,23.69
Brunei,BRN,7/8/2021,24.63
Brunei,BRN,7/9/2021,24.79
Brunei,BRN,7/13/2021,27.71
Brunei,BRN,7/16/2021,28.74
Brunei,BRN,7/19/2021,30.75
Brunei,BRN,7/21/2021,31.52
Brunei,BRN,7/23/2021,32.46
Brunei,BRN,7/24/2021,33.26
Brunei,BRN,7/25/2021,33.54
Brunei,BRN,7/26/2021,34.31
Brunei,BRN,7/28/2021,35.79
Brunei,BRN,7/29/2021,36.56
Brunei,BRN,7/30/2021,36.69
Brunei,BRN,7/31/2021,37.49
Brunei,BRN,8/2/2021,38.64
Brunei,BRN,8/3/2021,39.6
Brunei,BRN,8/4/2021,40.6
Brunei,BRN,8/7/2021,43.04
Brunei,BRN,8/8/2021,43.41
Brunei,BRN,8/10/2021,44.91
Brunei,BRN,8/11/2021,46.05
Brunei,BRN,8/14/2021,49
Brunei,BRN,8/17/2021,52.65
Bulgaria,BGR,12/29/2020,0.02
Bulgaria,BGR,12/30/2020,0.07
Bulgaria,BGR,1/1/2021,0.07
Bulgaria,BGR,1/5/2021,0.08
Bulgaria,BGR,1/6/2021,0.11
Bulgaria,BGR,1/7/2021,0.16
Bulgaria,BGR,1/8/2021,0.19
Bulgaria,BGR,1/9/2021,0.19
Bulgaria,BGR,1/11/2021,0.2
Bulgaria,BGR,1/12/2021,0.23
Bulgaria,BGR,1/13/2021,0.25
Bulgaria,BGR,1/14/2021,0.25
Bulgaria,BGR,1/15/2021,0.26
Bulgaria,BGR,1/16/2021,0.26
Bulgaria,BGR,1/17/2021,0.27
Bulgaria,BGR,1/18/2021,0.28
Bulgaria,BGR,1/19/2021,0.32
Bulgaria,BGR,1/20/2021,0.35
Bulgaria,BGR,1/21/2021,0.36
Bulgaria,BGR,1/22/2021,0.38
Bulgaria,BGR,1/23/2021,0.38
Bulgaria,BGR,1/24/2021,0.38
Bulgaria,BGR,1/25/2021,0.39
Bulgaria,BGR,1/26/2021,0.42
Bulgaria,BGR,1/27/2021,0.47
Bulgaria,BGR,1/28/2021,0.54
Bulgaria,BGR,1/29/2021,0.59
Bulgaria,BGR,1/30/2021,0.59
Bulgaria,BGR,1/31/2021,0.59
Bulgaria,BGR,2/1/2021,0.61
Bulgaria,BGR,2/2/2021,0.66
Bulgaria,BGR,2/3/2021,0.72
Bulgaria,BGR,2/4/2021,0.78
Bulgaria,BGR,2/5/2021,0.82
Bulgaria,BGR,2/6/2021,0.82
Bulgaria,BGR,2/7/2021,0.82
Bulgaria,BGR,2/8/2021,0.85
Bulgaria,BGR,2/9/2021,0.9
Bulgaria,BGR,2/10/2021,0.95
Bulgaria,BGR,2/11/2021,1.02
Bulgaria,BGR,2/12/2021,1.07
Bulgaria,BGR,2/13/2021,1.08
Bulgaria,BGR,2/14/2021,1.08
Bulgaria,BGR,2/15/2021,1.11
Bulgaria,BGR,2/16/2021,1.17
Bulgaria,BGR,2/17/2021,1.24
Bulgaria,BGR,2/18/2021,1.3
Bulgaria,BGR,2/19/2021,1.5
Bulgaria,BGR,2/20/2021,1.56
Bulgaria,BGR,2/21/2021,1.72
Bulgaria,BGR,2/22/2021,1.89
Bulgaria,BGR,2/23/2021,2.13
Bulgaria,BGR,2/24/2021,2.42
Bulgaria,BGR,2/25/2021,2.71
Bulgaria,BGR,2/26/2021,2.94
Bulgaria,BGR,2/27/2021,3.02
Bulgaria,BGR,2/28/2021,3.06
Bulgaria,BGR,3/1/2021,3.22
Bulgaria,BGR,3/2/2021,3.51
Bulgaria,BGR,3/3/2021,3.57
Bulgaria,BGR,3/4/2021,3.86
Bulgaria,BGR,3/5/2021,4.09
Bulgaria,BGR,3/6/2021,4.13
Bulgaria,BGR,3/7/2021,4.15
Bulgaria,BGR,3/8/2021,4.23
Bulgaria,BGR,3/9/2021,4.35
Bulgaria,BGR,3/10/2021,4.45
Bulgaria,BGR,3/11/2021,4.67
Bulgaria,BGR,3/12/2021,4.85
Bulgaria,BGR,3/13/2021,4.86
Bulgaria,BGR,3/14/2021,4.88
Bulgaria,BGR,3/15/2021,4.92
Bulgaria,BGR,3/16/2021,4.98
Bulgaria,BGR,3/17/2021,5.05
Bulgaria,BGR,3/18/2021,5.12
Bulgaria,BGR,3/19/2021,5.22
Bulgaria,BGR,3/20/2021,5.28
Bulgaria,BGR,3/21/2021,5.31
Bulgaria,BGR,3/22/2021,5.42
Bulgaria,BGR,3/23/2021,5.6
Bulgaria,BGR,3/24/2021,5.78
Bulgaria,BGR,3/25/2021,5.98
Bulgaria,BGR,3/26/2021,6.19
Bulgaria,BGR,3/27/2021,6.25
Bulgaria,BGR,3/28/2021,6.28
Bulgaria,BGR,3/29/2021,6.41
Bulgaria,BGR,3/30/2021,6.6
Bulgaria,BGR,3/31/2021,6.8
Bulgaria,BGR,4/1/2021,6.99
Bulgaria,BGR,4/2/2021,7.17
Bulgaria,BGR,4/3/2021,7.23
Bulgaria,BGR,4/4/2021,7.25
Bulgaria,BGR,4/5/2021,7.34
Bulgaria,BGR,4/6/2021,7.48
Bulgaria,BGR,4/7/2021,7.68
Bulgaria,BGR,4/8/2021,7.95
Bulgaria,BGR,4/9/2021,8.17
Bulgaria,BGR,4/10/2021,8.22
Bulgaria,BGR,4/11/2021,8.24
Bulgaria,BGR,4/12/2021,8.35
Bulgaria,BGR,4/13/2021,8.5
Bulgaria,BGR,4/14/2021,8.71
Bulgaria,BGR,4/15/2021,8.93
Bulgaria,BGR,4/16/2021,9.13
Bulgaria,BGR,4/17/2021,9.17
Bulgaria,BGR,4/18/2021,9.19
Bulgaria,BGR,4/19/2021,9.29
Bulgaria,BGR,4/20/2021,9.46
Bulgaria,BGR,4/21/2021,9.74
Bulgaria,BGR,4/22/2021,10.05
Bulgaria,BGR,4/23/2021,10.32
Bulgaria,BGR,4/24/2021,10.38
Bulgaria,BGR,4/25/2021,10.41
Bulgaria,BGR,4/26/2021,10.57
Bulgaria,BGR,4/27/2021,10.81
Bulgaria,BGR,4/28/2021,11.17
Bulgaria,BGR,4/29/2021,11.56
Bulgaria,BGR,4/30/2021,11.74
Bulgaria,BGR,5/1/2021,11.82
Bulgaria,BGR,5/2/2021,11.87
Bulgaria,BGR,5/3/2021,12
Bulgaria,BGR,5/4/2021,12.16
Bulgaria,BGR,5/5/2021,12.62
Bulgaria,BGR,5/6/2021,12.73
Bulgaria,BGR,5/7/2021,13.27
Bulgaria,BGR,5/8/2021,13.42
Bulgaria,BGR,5/9/2021,13.5
Bulgaria,BGR,5/10/2021,13.87
Bulgaria,BGR,5/11/2021,14.38
Bulgaria,BGR,5/12/2021,14.91
Bulgaria,BGR,5/13/2021,15.45
Bulgaria,BGR,5/14/2021,15.93
Bulgaria,BGR,5/15/2021,16.02
Bulgaria,BGR,5/16/2021,16.07
Bulgaria,BGR,5/17/2021,16.33
Bulgaria,BGR,5/18/2021,16.71
Bulgaria,BGR,5/19/2021,17.15
Bulgaria,BGR,5/20/2021,17.64
Bulgaria,BGR,5/21/2021,18
Bulgaria,BGR,5/22/2021,18.09
Bulgaria,BGR,5/23/2021,18.14
Bulgaria,BGR,5/24/2021,18.22
Bulgaria,BGR,5/25/2021,18.46
Bulgaria,BGR,5/26/2021,18.76
Bulgaria,BGR,5/27/2021,19.02
Bulgaria,BGR,5/28/2021,19.3
Bulgaria,BGR,5/29/2021,19.4
Bulgaria,BGR,5/30/2021,19.48
Bulgaria,BGR,5/31/2021,19.66
Bulgaria,BGR,6/1/2021,19.92
Bulgaria,BGR,6/2/2021,20.23
Bulgaria,BGR,6/3/2021,20.57
Bulgaria,BGR,6/4/2021,20.88
Bulgaria,BGR,6/5/2021,20.97
Bulgaria,BGR,6/6/2021,21.07
Bulgaria,BGR,6/7/2021,21.28
Bulgaria,BGR,6/8/2021,21.6
Bulgaria,BGR,6/9/2021,21.94
Bulgaria,BGR,6/10/2021,22.28
Bulgaria,BGR,6/11/2021,22.58
Bulgaria,BGR,6/12/2021,22.65
Bulgaria,BGR,6/13/2021,22.7
Bulgaria,BGR,6/14/2021,22.84
Bulgaria,BGR,6/15/2021,23.06
Bulgaria,BGR,6/16/2021,23.31
Bulgaria,BGR,6/17/2021,23.57
Bulgaria,BGR,6/18/2021,23.79
Bulgaria,BGR,6/19/2021,23.85
Bulgaria,BGR,6/20/2021,23.89
Bulgaria,BGR,6/21/2021,24.02
Bulgaria,BGR,6/22/2021,24.2
Bulgaria,BGR,6/23/2021,24.4
Bulgaria,BGR,6/24/2021,24.6
Bulgaria,BGR,6/25/2021,24.78
Bulgaria,BGR,6/26/2021,24.82
Bulgaria,BGR,6/27/2021,24.86
Bulgaria,BGR,6/28/2021,24.98
Bulgaria,BGR,6/29/2021,25.16
Bulgaria,BGR,6/30/2021,25.35
Bulgaria,BGR,7/1/2021,25.52
Bulgaria,BGR,7/2/2021,25.69
Bulgaria,BGR,7/3/2021,25.75
Bulgaria,BGR,7/4/2021,25.78
Bulgaria,BGR,7/5/2021,25.89
Bulgaria,BGR,7/6/2021,26.06
Bulgaria,BGR,7/7/2021,26.24
Bulgaria,BGR,7/8/2021,26.42
Bulgaria,BGR,7/9/2021,26.58
Bulgaria,BGR,7/10/2021,26.63
Bulgaria,BGR,7/11/2021,26.66
Bulgaria,BGR,7/12/2021,26.78
Bulgaria,BGR,7/27/2021,28.62
Bulgaria,BGR,7/28/2021,28.81
Bulgaria,BGR,7/29/2021,28.98
Bulgaria,BGR,7/30/2021,29.14
Bulgaria,BGR,7/31/2021,29.19
Bulgaria,BGR,8/1/2021,29.22
Bulgaria,BGR,8/2/2021,29.34
Bulgaria,BGR,8/3/2021,29.52
Bulgaria,BGR,8/4/2021,29.7
Bulgaria,BGR,8/5/2021,29.88
Bulgaria,BGR,8/6/2021,30.05
Bulgaria,BGR,8/7/2021,30.1
Bulgaria,BGR,8/8/2021,30.13
Bulgaria,BGR,8/9/2021,30.26
Bulgaria,BGR,8/10/2021,30.43
Bulgaria,BGR,8/11/2021,30.61
Bulgaria,BGR,8/12/2021,30.78
Bulgaria,BGR,8/13/2021,30.93
Bulgaria,BGR,8/14/2021,30.98
Bulgaria,BGR,8/15/2021,31.01
Bulgaria,BGR,8/16/2021,31.14
Bulgaria,BGR,8/17/2021,31.32
Bulgaria,BGR,8/18/2021,31.5
Bulgaria,BGR,8/19/2021,31.68
Bulgaria,BGR,8/20/2021,31.85
Burkina Faso,BFA,6/2/2021,0
Burkina Faso,BFA,6/10/2021,0.04
Burkina Faso,BFA,6/14/2021,0.09
Burkina Faso,BFA,6/28/2021,0.12
Burkina Faso,BFA,7/12/2021,0.16
Burkina Faso,BFA,8/9/2021,0.18
Burkina Faso,BFA,8/16/2021,0.34
Cambodia,KHM,2/9/2021,0
Cambodia,KHM,2/10/2021,0
Cambodia,KHM,2/12/2021,0.01
Cambodia,KHM,2/15/2021,0.04
Cambodia,KHM,2/16/2021,0.07
Cambodia,KHM,2/17/2021,0.07
Cambodia,KHM,2/18/2021,0.1
Cambodia,KHM,2/19/2021,0.13
Cambodia,KHM,2/21/2021,0.17
Cambodia,KHM,2/22/2021,0.22
Cambodia,KHM,2/23/2021,0.27
Cambodia,KHM,2/24/2021,0.33
Cambodia,KHM,2/25/2021,0.36
Cambodia,KHM,2/26/2021,0.38
Cambodia,KHM,2/28/2021,0.42
Cambodia,KHM,3/1/2021,0.52
Cambodia,KHM,3/2/2021,0.68
Cambodia,KHM,3/3/2021,0.81
Cambodia,KHM,3/4/2021,0.9
Cambodia,KHM,3/5/2021,1
Cambodia,KHM,3/6/2021,1.07
Cambodia,KHM,3/7/2021,1.11
Cambodia,KHM,3/8/2021,1.19
Cambodia,KHM,3/9/2021,1.33
Cambodia,KHM,3/10/2021,1.52
Cambodia,KHM,3/11/2021,1.7
Cambodia,KHM,3/12/2021,1.84
Cambodia,KHM,3/13/2021,1.96
Cambodia,KHM,3/14/2021,2.02
Cambodia,KHM,3/15/2021,2.07
Cambodia,KHM,3/16/2021,2.23
Cambodia,KHM,3/17/2021,2.41
Cambodia,KHM,3/19/2021,2.64
Cambodia,KHM,3/20/2021,2.73
Cambodia,KHM,3/21/2021,2.77
Cambodia,KHM,3/22/2021,2.85
Cambodia,KHM,3/23/2021,2.92
Cambodia,KHM,3/24/2021,3.03
Cambodia,KHM,3/25/2021,3.18
Cambodia,KHM,3/26/2021,3.33
Cambodia,KHM,3/27/2021,3.48
Cambodia,KHM,3/28/2021,3.56
Cambodia,KHM,3/29/2021,3.66
Cambodia,KHM,3/30/2021,3.75
Cambodia,KHM,3/31/2021,3.86
Cambodia,KHM,4/1/2021,4.02
Cambodia,KHM,4/2/2021,4.31
Cambodia,KHM,4/3/2021,4.65
Cambodia,KHM,4/4/2021,4.96
Cambodia,KHM,4/5/2021,5.3
Cambodia,KHM,4/6/2021,5.66
Cambodia,KHM,4/7/2021,6.05
Cambodia,KHM,4/8/2021,6.41
Cambodia,KHM,4/9/2021,7.02
Cambodia,KHM,4/10/2021,7.4
Cambodia,KHM,4/11/2021,7.7
Cambodia,KHM,4/12/2021,8.2
Cambodia,KHM,4/13/2021,8.65
Cambodia,KHM,4/14/2021,8.86
Cambodia,KHM,4/15/2021,9.02
Cambodia,KHM,4/16/2021,9.22
Cambodia,KHM,4/17/2021,9.3
Cambodia,KHM,4/18/2021,9.33
Cambodia,KHM,4/19/2021,9.91
Cambodia,KHM,4/20/2021,10.23
Cambodia,KHM,4/21/2021,10.62
Cambodia,KHM,4/22/2021,11.04
Cambodia,KHM,4/23/2021,11.46
Cambodia,KHM,4/24/2021,11.83
Cambodia,KHM,4/25/2021,12.13
Cambodia,KHM,4/26/2021,12.4
Cambodia,KHM,4/27/2021,12.67
Cambodia,KHM,4/29/2021,13.4
Cambodia,KHM,4/30/2021,13.67
Cambodia,KHM,5/1/2021,13.96
Cambodia,KHM,5/2/2021,14.4
Cambodia,KHM,5/3/2021,14.77
Cambodia,KHM,5/4/2021,15.21
Cambodia,KHM,5/5/2021,15.6
Cambodia,KHM,5/6/2021,16.07
Cambodia,KHM,5/7/2021,16.54
Cambodia,KHM,5/8/2021,16.91
Cambodia,KHM,5/9/2021,17.26
Cambodia,KHM,5/10/2021,17.6
Cambodia,KHM,5/11/2021,17.95
Cambodia,KHM,5/12/2021,18.36
Cambodia,KHM,5/13/2021,18.74
Cambodia,KHM,5/14/2021,19.03
Cambodia,KHM,5/15/2021,19.23
Cambodia,KHM,5/16/2021,19.54
Cambodia,KHM,5/17/2021,19.94
Cambodia,KHM,5/18/2021,20.43
Cambodia,KHM,5/19/2021,20.96
Cambodia,KHM,5/20/2021,21.48
Cambodia,KHM,5/21/2021,21.97
Cambodia,KHM,5/22/2021,22.53
Cambodia,KHM,5/23/2021,22.97
Cambodia,KHM,5/24/2021,23.49
Cambodia,KHM,5/25/2021,23.96
Cambodia,KHM,5/26/2021,24.6
Cambodia,KHM,5/27/2021,25.24
Cambodia,KHM,5/28/2021,25.89
Cambodia,KHM,5/29/2021,26.55
Cambodia,KHM,5/30/2021,27.09
Cambodia,KHM,5/31/2021,27.59
Cambodia,KHM,6/1/2021,27.94
Cambodia,KHM,6/2/2021,28.25
Cambodia,KHM,6/3/2021,28.61
Cambodia,KHM,6/4/2021,28.94
Cambodia,KHM,6/5/2021,29.27
Cambodia,KHM,6/6/2021,29.54
Cambodia,KHM,6/7/2021,29.73
Cambodia,KHM,6/8/2021,29.94
Cambodia,KHM,6/9/2021,30.21
Cambodia,KHM,6/10/2021,30.67
Cambodia,KHM,6/11/2021,31.25
Cambodia,KHM,6/12/2021,31.85
Cambodia,KHM,6/13/2021,32.47
Cambodia,KHM,6/14/2021,33.12
Cambodia,KHM,6/15/2021,33.9
Cambodia,KHM,6/16/2021,34.46
Cambodia,KHM,6/17/2021,34.93
Cambodia,KHM,6/18/2021,35.44
Cambodia,KHM,6/19/2021,35.97
Cambodia,KHM,6/20/2021,36.48
Cambodia,KHM,6/21/2021,36.91
Cambodia,KHM,6/22/2021,37.54
Cambodia,KHM,6/23/2021,38.15
Cambodia,KHM,6/24/2021,38.75
Cambodia,KHM,6/25/2021,39.57
Cambodia,KHM,6/26/2021,40.25
Cambodia,KHM,6/27/2021,40.89
Cambodia,KHM,6/28/2021,41.62
Cambodia,KHM,6/29/2021,42.43
Cambodia,KHM,6/30/2021,43.37
Cambodia,KHM,7/1/2021,44.31
Cambodia,KHM,7/2/2021,45.21
Cambodia,KHM,7/3/2021,46
Cambodia,KHM,7/4/2021,46.74
Cambodia,KHM,7/5/2021,47.43
Cambodia,KHM,7/6/2021,48.04
Cambodia,KHM,7/7/2021,48.7
Cambodia,KHM,7/8/2021,49.48
Cambodia,KHM,7/9/2021,50.37
Cambodia,KHM,7/10/2021,51.2
Cambodia,KHM,7/11/2021,52.04
Cambodia,KHM,7/12/2021,53.01
Cambodia,KHM,7/13/2021,54.15
Cambodia,KHM,7/14/2021,55.28
Cambodia,KHM,7/15/2021,56.55
Cambodia,KHM,7/16/2021,57.87
Cambodia,KHM,7/17/2021,59.08
Cambodia,KHM,7/18/2021,60.07
Cambodia,KHM,7/19/2021,61.11
Cambodia,KHM,7/20/2021,62.19
Cambodia,KHM,7/21/2021,63.33
Cambodia,KHM,7/22/2021,64.36
Cambodia,KHM,7/23/2021,65.29
Cambodia,KHM,7/24/2021,66.27
Cambodia,KHM,7/25/2021,67.13
Cambodia,KHM,7/26/2021,68.06
Cambodia,KHM,7/27/2021,68.95
Cambodia,KHM,7/28/2021,69.8
Cambodia,KHM,7/29/2021,70.59
Cambodia,KHM,7/30/2021,71.55
Cambodia,KHM,7/31/2021,72.3
Cambodia,KHM,8/1/2021,73.16
Cambodia,KHM,8/2/2021,74.33
Cambodia,KHM,8/3/2021,75.63
Cambodia,KHM,8/4/2021,76.95
Cambodia,KHM,8/5/2021,78.52
Cambodia,KHM,8/6/2021,80.11
Cambodia,KHM,8/7/2021,81.83
Cambodia,KHM,8/8/2021,83.44
Cambodia,KHM,8/9/2021,85.29
Cambodia,KHM,8/10/2021,87.05
Cambodia,KHM,8/11/2021,88.88
Cambodia,KHM,8/12/2021,90.53
Cambodia,KHM,8/13/2021,91.95
Cambodia,KHM,8/14/2021,93.44
Cambodia,KHM,8/15/2021,94.74
Cambodia,KHM,8/16/2021,96.05
Cambodia,KHM,8/17/2021,97.4
Cambodia,KHM,8/18/2021,98.78
Cambodia,KHM,8/19/2021,100.06
Cambodia,KHM,8/20/2021,101.25
Cameroon,CMR,4/11/2021,0
Cameroon,CMR,4/12/2021,0
Cameroon,CMR,4/29/2021,0.04
Cameroon,CMR,5/12/2021,0.17
Cameroon,CMR,5/18/2021,0.18
Cameroon,CMR,5/21/2021,0.19
Cameroon,CMR,5/24/2021,0.21
Cameroon,CMR,5/26/2021,0.24
Cameroon,CMR,5/31/2021,0.28
Cameroon,CMR,6/8/2021,0.3
Cameroon,CMR,6/10/2021,0.33
Cameroon,CMR,6/14/2021,0.34
Cameroon,CMR,6/20/2021,0.37
Cameroon,CMR,6/24/2021,0.39
Cameroon,CMR,6/28/2021,0.42
Cameroon,CMR,7/12/2021,0.62
Cameroon,CMR,7/19/2021,1.18
Cameroon,CMR,7/24/2021,1.2
Cameroon,CMR,7/26/2021,1.25
Cameroon,CMR,8/3/2021,1.32
Cameroon,CMR,8/9/2021,1.39
Cameroon,CMR,8/16/2021,1.49
Cameroon,CMR,8/20/2021,1.55
Canada,CAN,12/14/2020,0
Canada,CAN,12/15/2020,0
Canada,CAN,12/16/2020,0.01
Canada,CAN,12/17/2020,0.02
Canada,CAN,12/18/2020,0.03
Canada,CAN,12/19/2020,0.03
Canada,CAN,12/20/2020,0.03
Canada,CAN,12/21/2020,0.06
Canada,CAN,12/22/2020,0.07
Canada,CAN,12/23/2020,0.09
Canada,CAN,12/24/2020,0.12
Canada,CAN,12/25/2020,0.12
Canada,CAN,12/26/2020,0.13
Canada,CAN,12/27/2020,0.14
Canada,CAN,12/28/2020,0.16
Canada,CAN,12/29/2020,0.19
Canada,CAN,12/30/2020,0.22
Canada,CAN,12/31/2020,0.26
Canada,CAN,1/1/2021,0.27
Canada,CAN,1/2/2021,0.29
Canada,CAN,1/3/2021,0.3
Canada,CAN,1/4/2021,0.36
Canada,CAN,1/5/2021,0.41
Canada,CAN,1/6/2021,0.49
Canada,CAN,1/7/2021,0.58
Canada,CAN,1/8/2021,0.69
Canada,CAN,1/9/2021,0.78
Canada,CAN,1/10/2021,0.85
Canada,CAN,1/11/2021,0.95
Canada,CAN,1/12/2021,1.03
Canada,CAN,1/13/2021,1.11
Canada,CAN,1/14/2021,1.22
Canada,CAN,1/15/2021,1.35
Canada,CAN,1/16/2021,1.44
Canada,CAN,1/17/2021,1.51
Canada,CAN,1/18/2021,1.63
Canada,CAN,1/19/2021,1.73
Canada,CAN,1/20/2021,1.84
Canada,CAN,1/21/2021,1.96
Canada,CAN,1/22/2021,2.06
Canada,CAN,1/23/2021,2.12
Canada,CAN,1/24/2021,2.16
Canada,CAN,1/25/2021,2.23
Canada,CAN,1/26/2021,2.3
Canada,CAN,1/27/2021,2.36
Canada,CAN,1/28/2021,2.43
Canada,CAN,1/29/2021,2.48
Canada,CAN,1/30/2021,2.52
Canada,CAN,1/31/2021,2.54
Canada,CAN,2/1/2021,2.58
Canada,CAN,2/2/2021,2.62
Canada,CAN,2/3/2021,2.65
Canada,CAN,2/4/2021,2.7
Canada,CAN,2/5/2021,2.76
Canada,CAN,2/6/2021,2.82
Canada,CAN,2/7/2021,2.85
Canada,CAN,2/8/2021,2.91
Canada,CAN,2/9/2021,2.98
Canada,CAN,2/10/2021,3.06
Canada,CAN,2/11/2021,3.14
Canada,CAN,2/12/2021,3.24
Canada,CAN,2/13/2021,3.33
Canada,CAN,2/14/2021,3.37
Canada,CAN,2/15/2021,3.4
Canada,CAN,2/16/2021,3.47
Canada,CAN,2/17/2021,3.52
Canada,CAN,2/18/2021,3.59
Canada,CAN,2/19/2021,3.72
Canada,CAN,2/20/2021,3.85
Canada,CAN,2/21/2021,3.96
Canada,CAN,2/22/2021,4.13
Canada,CAN,2/23/2021,4.26
Canada,CAN,2/24/2021,4.38
Canada,CAN,2/25/2021,4.53
Canada,CAN,2/26/2021,4.71
Canada,CAN,2/27/2021,4.88
Canada,CAN,2/28/2021,5
Canada,CAN,3/1/2021,5.16
Canada,CAN,3/2/2021,5.35
Canada,CAN,3/3/2021,5.54
Canada,CAN,3/4/2021,5.75
Canada,CAN,3/5/2021,5.98
Canada,CAN,3/6/2021,6.17
Canada,CAN,3/7/2021,6.32
Canada,CAN,3/8/2021,6.55
Canada,CAN,3/9/2021,6.74
Canada,CAN,3/10/2021,6.95
Canada,CAN,3/11/2021,7.2
Canada,CAN,3/12/2021,7.5
Canada,CAN,3/13/2021,7.77
Canada,CAN,3/14/2021,8.02
Canada,CAN,3/15/2021,8.35
Canada,CAN,3/16/2021,8.67
Canada,CAN,3/17/2021,9.03
Canada,CAN,3/18/2021,9.45
Canada,CAN,3/19/2021,9.88
Canada,CAN,3/20/2021,10.23
Canada,CAN,3/21/2021,10.48
Canada,CAN,3/22/2021,10.86
Canada,CAN,3/23/2021,11.19
Canada,CAN,3/24/2021,11.64
Canada,CAN,3/25/2021,12.15
Canada,CAN,3/26/2021,12.72
Canada,CAN,3/27/2021,13.16
Canada,CAN,3/28/2021,13.55
Canada,CAN,3/29/2021,14.05
Canada,CAN,3/30/2021,14.5
Canada,CAN,3/31/2021,15.08
Canada,CAN,4/1/2021,15.62
Canada,CAN,4/2/2021,16.05
Canada,CAN,4/3/2021,16.58
Canada,CAN,4/4/2021,16.88
Canada,CAN,4/5/2021,17.37
Canada,CAN,4/6/2021,17.91
Canada,CAN,4/7/2021,18.52
Canada,CAN,4/8/2021,19.22
Canada,CAN,4/9/2021,20.06
Canada,CAN,4/10/2021,20.71
Canada,CAN,4/11/2021,21.19
Canada,CAN,4/12/2021,22.07
Canada,CAN,4/13/2021,22.79
Canada,CAN,4/14/2021,23.58
Canada,CAN,4/15/2021,24.39
Canada,CAN,4/16/2021,25.24
Canada,CAN,4/17/2021,25.91
Canada,CAN,4/18/2021,26.44
Canada,CAN,4/19/2021,27.14
Canada,CAN,4/20/2021,27.77
Canada,CAN,4/21/2021,28.61
Canada,CAN,4/22/2021,29.57
Canada,CAN,4/23/2021,30.54
Canada,CAN,4/24/2021,31.3
Canada,CAN,4/25/2021,31.91
Canada,CAN,4/26/2021,32.61
Canada,CAN,4/27/2021,33.29
Canada,CAN,4/28/2021,33.98
Canada,CAN,4/29/2021,34.79
Canada,CAN,4/30/2021,35.56
Canada,CAN,5/1/2021,36.17
Canada,CAN,5/2/2021,36.63
Canada,CAN,5/3/2021,37.23
Canada,CAN,5/4/2021,37.85
Canada,CAN,5/5/2021,38.6
Canada,CAN,5/6/2021,39.54
Canada,CAN,5/7/2021,40.6
Canada,CAN,5/8/2021,41.47
Canada,CAN,5/9/2021,42.19
Canada,CAN,5/10/2021,43.08
Canada,CAN,5/11/2021,43.87
Canada,CAN,5/12/2021,44.79
Canada,CAN,5/13/2021,45.83
Canada,CAN,5/14/2021,46.99
Canada,CAN,5/15/2021,47.95
Canada,CAN,5/16/2021,48.79
Canada,CAN,5/17/2021,49.83
Canada,CAN,5/18/2021,50.58
Canada,CAN,5/19/2021,51.52
Canada,CAN,5/20/2021,52.57
Canada,CAN,5/21/2021,53.86
Canada,CAN,5/22/2021,54.89
Canada,CAN,5/23/2021,55.71
Canada,CAN,5/24/2021,56.65
Canada,CAN,5/25/2021,57.33
Canada,CAN,5/26/2021,58.13
Canada,CAN,5/27/2021,59.21
